1,1,42,0,0,5104,.NOP,5094,5096,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x290,-1,-1,-1,0 
1,1,44,0,0,5107,.ISETP.GT.AND,5096,5098,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x2b0,-1,-1,-1,0 
1,1,45,0,0,5108,.IADD3,5098,5099,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x2c0,-1,-1,-1,0 
1,1,46,0,0,5111,.SEL,5098,5102,4,1,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x2d0,-1,-1,-1,0 
1,1,47,0,0,5117,.SEL,5102,5108,4,1,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x2e0,-1,-1,-1,0 
1,1,48,0,0,5117,.BRA,5102,5109,4,0,0,0,0,0,100,0,7,0,-1,4,0,0,0,-1,0x2f0,-1,-1,-1,0 
1,1,49,0,0,5120,.IMAD.MOV,5109,5110,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x300,-1,-1,-1,0 
1,1,50,0,0,5121,.SHF.R.S32.HI,5109,5111,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x310,-1,-1,-1,0 
1,1,51,0,0,5122,.IMAD.MOV,5111,5112,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x320,-1,-1,-1,0 
1,1,52,0,0,5122,.SHF.R.S32.HI,5111,5113,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x330,-1,-1,-1,0 
1,1,53,0,0,5124,.IMAD.MOV.U32,5113,5114,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x340,-1,-1,-1,0 
1,1,54,0,0,5130,.LOP3.LUT,5113,5121,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x350,-1,-1,-1,0 
1,1,55,0,0,5131,.LOP3.LUT,5121,5122,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x360,-1,-1,-1,0 
1,1,56,0,0,5131,.MOV,5121,5123,4,0,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x370,-1,-1,-1,0 
1,1,57,0,0,5132,.CALL.REL.NOINC,5123,5124,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x380,-1,-1,-1,0 
1,1,58,0,0,5135,.SHFL.IDX,5123,5125,4,4,0,0,0,0,1,0,3,0,-1,2,0,0,0,-1,0xe90,-1,-1,-1,0 
1,1,59,0,0,5136,.IMAD.MOV.U32,5125,5126,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xea0,-1,-1,-1,0 
1,1,60,0,0,5145,.FCHK,5125,5136,4,1,0,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xeb0,-1,-1,-1,0 
1,1,61,0,0,5145,.BRA,5136,5137,4,0,0,0,0,0,100,0,7,0,-1,4,0,0,0,-1,0xec0,-1,-1,-1,0 
1,1,63,0,0,5148,.FADD.FTZ,5138,5139,4,1,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xee0,-1,-1,-1,0 
1,1,62,0,0,5162,.MUFU.RCP,5136,5138,20,0,1,0,0,0,2,0,4,0,-1,8,32,0,0,-1,0xed0,-1,-1,-1,0 
1,1,64,0,0,5171,.FFMA,5138,5162,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xef0,-1,-1,-1,0 
1,1,65,0,0,5180,.FFMA,5162,5171,4,3,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xf00,-1,-1,-1,0 
1,1,66,0,0,5189,.FFMA,5162,5180,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xf10,-1,-1,-1,0 
1,1,67,0,0,5198,.FFMA,5180,5189,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xf20,-1,-1,-1,0 
1,1,68,0,0,5207,.FFMA,5180,5198,4,3,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xf30,-1,-1,-1,0 
1,1,69,0,0,5208,.IMAD.MOV.U32,5198,5199,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xf40,-1,-1,-1,0 
1,1,70,0,0,5216,.FFMA,5198,5207,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xf50,-1,-1,-1,0 
1,1,71,0,0,5225,.FFMA,5207,5216,4,3,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0xf60,-1,-1,-1,0 
1,1,72,0,0,5225,.RET.REL.NODEC,5207,5217,4,0,1,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0xf70,-1,-1,-1,0 
1,1,73,0,0,5227,.IMAD.MOV.U32,5217,5218,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x390,-1,-1,-1,0 
1,1,74,0,0,5228,.IADD3,5217,5219,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x3a0,-1,-1,-1,0 
1,1,75,0,0,5229,.ISETP.GE.AND,5219,5220,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x3b0,-1,-1,-1,0 
1,1,76,0,0,5236,.IADD3,5219,5227,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x3c0,-1,-1,-1,0 
1,1,77,0,0,5237,.IADD3,5227,5228,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x3d0,-1,-1,-1,0 
1,1,78,0,0,5245,.LOP3.LUT,5227,5236,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x3e0,-1,-1,-1,0 
1,1,79,0,0,5246,.F2F.F64.F32,5236,5237,4,1,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x3f0,-1,-1,-1,0 
1,1,80,0,0,5247,.ISETP.LT.AND,5236,5238,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x400,-1,-1,-1,0 
1,1,81,0,0,5254,.ISETP.GT.U32.AND,5238,5245,4,1,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x410,-1,-1,-1,0 
1,1,82,0,0,5255,.SEL,5238,5246,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x420,-1,-1,-1,0 
1,1,83,0,0,5256,.SEL,5246,5247,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x430,-1,-1,-1,0 
1,1,84,0,0,5264,.IMAD,5246,5255,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x440,-1,-1,-1,0 
1,1,85,0,0,5265,.IMAD,5255,5256,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x450,-1,-1,-1,0 
1,1,86,0,0,5265,.BRA,5255,5257,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x460,-1,-1,-1,0 
1,1,87,0,0,5282,.MUFU.RCP,5257,5258,20,0,1,0,0,0,2,0,4,0,-1,8,32,0,0,-1,0x4c0,-1,-1,-1,0 
1,1,88,0,0,5291,.FFMA,5257,5282,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x4d0,-1,-1,-1,0 
1,1,89,0,0,5300,.FADD.FTZ,5282,5291,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x4e0,-1,-1,-1,0 
1,1,90,0,0,5309,.FFMA,5282,5300,4,3,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x4f0,-1,-1,-1,0 
1,1,91,0,0,5310,.IMAD.MOV.U32,5300,5301,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x500,-1,-1,-1,0 
1,1,92,0,0,5311,.IADD3,5300,5302,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x510,-1,-1,-1,0 
1,1,93,0,0,5312,.ISETP.GE.AND,5302,5303,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x520,-1,-1,-1,0 
1,1,94,0,0,5319,.IADD3,5302,5310,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x530,-1,-1,-1,0 
1,1,95,0,0,5320,.IADD3,5310,5311,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x540,-1,-1,-1,0 
1,1,96,0,0,5328,.LOP3.LUT,5310,5319,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x550,-1,-1,-1,0 
1,1,97,0,0,5329,.F2F.F64.F32,5319,5320,4,1,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x560,-1,-1,-1,0 
1,1,98,0,0,5330,.ISETP.LT.AND,5319,5321,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x570,-1,-1,-1,0 
1,1,99,0,0,5337,.ISETP.GT.U32.AND,5321,5328,4,1,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x580,-1,-1,-1,0 
1,1,100,0,0,5338,.SEL,5321,5329,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x590,-1,-1,-1,0 
1,1,101,0,0,5339,.SEL,5329,5330,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x5a0,-1,-1,-1,0 
1,1,102,0,0,5347,.IMAD,5329,5338,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x5b0,-1,-1,-1,0 
1,1,103,0,0,5348,.IMAD,5338,5339,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x5c0,-1,-1,-1,0 
1,1,104,0,0,5348,.BRA,5338,5340,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x5d0,-1,-1,-1,0 
1,1,105,0,0,5365,.MUFU.RCP,5340,5341,20,0,1,0,0,0,2,0,4,0,-1,8,32,0,0,-1,0x630,-1,-1,-1,0 
1,1,106,0,0,5374,.FFMA,5340,5365,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x640,-1,-1,-1,0 
1,1,107,0,0,5383,.FADD.FTZ,5365,5374,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x650,-1,-1,-1,0 
1,1,108,0,0,5392,.FFMA,5365,5383,4,3,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x660,-1,-1,-1,0 
1,1,109,0,0,5393,.IMAD.MOV.U32,5383,5384,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x670,-1,-1,-1,0 
1,1,110,0,0,5394,.ISETP.GT.AND,5383,5385,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x680,-1,-1,-1,0 
1,1,111,0,0,5395,.IMAD.MOV.U32,5385,5386,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x690,-1,-1,-1,0 
1,1,112,0,0,5396,.ISETP.GT.AND,5385,5387,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x6a0,-1,-1,-1,0 
1,1,113,0,0,5402,.IADD3,5387,5393,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x6b0,-1,-1,-1,0 
1,1,114,0,0,5403,.F2F.F64.F32,5387,5394,4,1,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x6c0,-1,-1,-1,0 
1,1,115,0,0,5404,.ISETP.LT.OR,5394,5395,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x6d0,-1,-1,-1,0 
1,1,116,0,0,5411,.LOP3.LUT,5394,5402,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x6e0,-1,-1,-1,0 
1,1,117,0,0,5412,.ISETP.LT.OR,5402,5403,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x6f0,-1,-1,-1,0 
1,1,118,0,0,5420,.ISETP.GT.U32.AND,5402,5411,4,1,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x700,-1,-1,-1,0 
1,1,119,0,0,5421,.IADD3,5411,5412,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x710,-1,-1,-1,0 
1,1,120,0,0,5421,.BRA,5411,5413,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x720,-1,-1,-1,0 
1,1,121,0,0,5438,.MUFU.RCP,5413,5414,20,0,1,0,0,0,2,0,4,0,-1,8,32,0,0,-1,0x780,-1,-1,-1,0 
1,1,122,0,0,5447,.FFMA,5413,5438,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x790,-1,-1,-1,0 
1,1,123,0,0,5456,.FADD.FTZ,5438,5447,4,2,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x7a0,-1,-1,-1,0 
1,1,124,0,0,5465,.FFMA,5438,5456,4,3,1,0,0,0,5,0,1,0,-1,2,32,0,0,-1,0x7b0,-1,-1,-1,0 
1,1,125,0,0,5467,.SHFL.IDX,5456,5457,4,4,0,0,0,0,1,0,3,0,-1,2,0,0,0,-1,0x7c0,-1,-1,-1,0 
1,1,127,0,0,5467,.BMOV.32.CLEAR,5458,5459,4,0,1,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x7e0,-1,-1,-1,0 
1,1,126,0,0,5468,.IADD3,5456,5458,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x7d0,-1,-1,-1,0 
1,1,128,0,0,5476,.IADD3,5458,5467,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x7f0,-1,-1,-1,0 
1,1,129,0,0,5476,.BSSY,5467,5468,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x800,-1,-1,-1,0 
1,1,130,0,0,5478,.ISETP.GT.AND,5467,5469,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x810,-1,-1,-1,0 
1,1,131,0,0,5485,.ISETP.GE.AND,5469,5476,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x820,-1,-1,-1,0 
1,1,132,0,0,5486,.ISETP.LT.OR,5469,5477,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x830,-1,-1,-1,0 
1,1,133,0,0,5487,.ISETP.LE.AND,5477,5478,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x840,-1,-1,-1,0 
1,1,134,0,0,5487,.PLOP3.LUT,5477,5479,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x850,-1,-1,-1,0 
1,1,135,0,0,5489,.PRMT,5479,5480,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x860,-1,-1,-1,0 
1,1,136,0,0,5489,.PLOP3.LUT,5479,5481,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x870,-1,-1,-1,0 
1,1,137,0,0,5490,.BRA,5481,5482,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x880,-1,-1,-1,0 
1,1,140,0,0,5490,.BAR.SYNC,5483,5485,1,0,0,0,0,0,13,0,3,0,-1,1,32,0,0,-1,0xa40,1,-1,-1,0 
1,1,138,0,0,5491,.BSYNC,5481,5483,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0xa20,-1,-1,-1,0 
1,1,139,0,0,5492,.NOP,5483,5484,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0xa30,-1,-1,-1,0 
1,1,141,0,0,5495,.ISETP.NE.AND,5485,5486,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xa50,-1,-1,-1,0 
1,1,142,0,0,5495,.BRA,5485,5487,4,0,0,0,0,0,100,0,7,0,-1,4,0,0,0,-1,0xa60,-1,-1,-1,0 
1,1,143,0,0,5498,.PRMT,5487,5489,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0xa70,-1,-1,-1,0 
1,1,144,0,0,5499,.IADD3,5487,5490,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xa80,-1,-1,-1,0 
1,1,145,0,0,5507,.ISETP.NE.AND,5490,5498,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xa90,-1,-1,-1,0 
1,1,146,0,0,5523,.LDS.U,5490,5499,1,1,1,1,0,4,8,0,6,0,-1,1,0,0,0,-1,0xaa0,-1,-1,-1,0 
1,1,147,0,0,5526,.STS,5499,5523,1,2,0,0,1,4,11,0,6,0,-1,1,0,0,0,-1,0xab0,-1,-1,-1,0 
1,1,149,0,0,5530,.BAR.SYNC,5524,5525,1,0,0,0,0,0,13,0,3,0,-1,1,32,0,0,-1,0xad0,1,-1,-1,0 
1,1,148,0,0,5532,.NOP,5499,5524,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0xac0,-1,-1,-1,0 
1,1,150,0,0,5535,.ISETP.GE.AND,5524,5526,4,1,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xae0,-1,-1,-1,0 
1,1,151,0,0,5535,.BRA,5526,5527,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0xaf0,-1,-1,-1,0 
1,1,152,0,0,5538,.SHFL.IDX,5526,5528,4,4,0,0,0,0,1,0,3,0,-1,2,0,0,0,-1,0x7c0,-1,-1,-1,0 
1,1,154,0,0,5538,.BMOV.32.CLEAR,5528,5530,4,0,1,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x7e0,-1,-1,-1,0 
1,1,153,0,0,5539,.IADD3,5528,5529,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x7d0,-1,-1,-1,0 
1,1,155,0,0,5547,.IADD3,5530,5538,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x7f0,-1,-1,-1,0 
1,1,156,0,0,5547,.BSSY,5530,5539,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x800,-1,-1,-1,0 
1,1,157,0,0,5549,.ISETP.GT.AND,5539,5540,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x810,-1,-1,-1,0 
1,1,158,0,0,5556,.ISETP.GE.AND,5539,5547,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x820,-1,-1,-1,0 
1,1,159,0,0,5557,.ISETP.LT.OR,5547,5548,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x830,-1,-1,-1,0 
1,1,160,0,0,5558,.ISETP.LE.AND,5547,5549,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x840,-1,-1,-1,0 
1,1,161,0,0,5558,.PLOP3.LUT,5549,5550,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x850,-1,-1,-1,0 
1,1,162,0,0,5560,.PRMT,5549,5551,4,2,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x860,-1,-1,-1,0 
1,1,163,0,0,5560,.PLOP3.LUT,5551,5552,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x870,-1,-1,-1,0 
1,1,164,0,0,5561,.BRA,5551,5553,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x880,-1,-1,-1,0 
1,1,167,0,0,5561,.BAR.SYNC,5555,5556,1,0,0,0,0,0,13,0,3,0,-1,1,32,0,0,-1,0xa40,1,-1,-1,0 
1,1,165,0,0,5562,.BSYNC,5553,5554,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0xa20,-1,-1,-1,0 
